Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
MCTSAgent|RandomGhost|layouts/gen_small/small12_spatial.lay|1268.0|1364.0, 1172.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|61.0|30.51599669456482
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium13_spatial.lay|668.0|668.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium13_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|81.0|18.319997787475586
MinimaxAgent|DirectionalGhost|layouts/gen_small/small19_spatial.lay|144.0|144.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|35.0|4.611628770828247
MinimaxAgent|DirectionalGhost|layouts/gen_large/large1_spatial.lay|-285.0|-285.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|24.0|7.9353861808776855
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium12_spatial.lay|-162.0|-162.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium12_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|12.253013134002686
MinimaxAgent|DirectionalGhost|layouts/gen_large/large11_spatial.lay|437.0|437.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|112.0|3.7562930583953857
MCTSAgent|RandomGhost|layouts/gen_medium/medium0_spatial.lay|829.5|1002.0, 657.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|150.5|99.07774496078491
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large11_spatial.lay|-258.0|-258.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|27.0|43.96730017662048
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium6_spatial.lay|364.5|297.0, 432.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium6_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|105.5|77.75512385368347
MinimaxAgent|RandomGhost|layouts/gen_small/small19_spatial.lay|-450.0|-450.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|59.0|0.2637941837310791
MinimaxAgent|RandomGhost|layouts/gen_medium/medium8_spatial.lay|-526.0|-526.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|55.0|23.07114601135254
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium23_spatial.lay|-463.0|-463.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|33.0|0.26277589797973633
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|406.5|424.0, 389.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|113.0|125.44055724143982
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium28_spatial.lay|-262.0|-262.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|24.54314422607422
MCTSAgent|DirectionalGhost|layouts/gen_small/small2_spatial.lay|490.5|-224.0, 1205.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small2_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|69.0|36.895916223526
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium15_spatial.lay|237.0|237.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|412.0|101.27106976509094
MinimaxAgent|RandomGhost|layouts/gen_medium/medium1_spatial.lay|-962.0|-962.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|24.949785470962524
MinimaxAgent|RandomGhost|layouts/gen_small/small3_spatial.lay|856.0|856.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small3_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|783.0|6.2378623485565186
MCTSAgent|RandomGhost|layouts/gen_small/small8_spatial.lay|1148.0|1861.0, 435.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small8_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|136.0|90.21795511245728
MinimaxAgent|DirectionalGhost|layouts/gen_large/large2_spatial.lay|1026.0|1026.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large2_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|183.0|125.8273196220398
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium6_spatial.lay|-422.0|-422.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium6_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|28.231159925460815
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium27_spatial.lay|188.0|188.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|814.5181984901428
MCTSAgent|RandomGhost|layouts/gen_large/large1_spatial.lay|1815.0|1166.0, 2464.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|460.0|357.24275827407837
MinimaxAgent|DirectionalGhost|layouts/gen_small/small2_spatial.lay|56.0|56.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small2_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|153.0|0.4047970771789551
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small11_spatial.lay|1001.0|1001.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small11_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|68.0|7.8551788330078125
MinimaxAgent|RandomGhost|layouts/gen_large/large19_spatial.lay|273.0|273.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large19_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|417.0|259.00106739997864
MCTSAgent|RandomGhost|layouts/gen_small/small7_spatial.lay|1957.0|1877.0, 2037.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small7_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|112.0|84.3478786945343
MCTSAgent|RandomGhost|layouts/gen_medium/medium2_spatial.lay|2362.5|1857.0, 2868.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium2_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|246.5|218.34763145446777
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium12_spatial.lay|1803.5|1786.0, 1821.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium12_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|405.5|232.57016849517822
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium7_spatial.lay|-221.0|-221.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium7_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|41.0|14.240680694580078
ExpectimaxAgent|RandomGhost|layouts/gen_large/large1_spatial.lay|338.0|338.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1419.9916026592255
MCTSAgent|RandomGhost|layouts/gen_medium/medium29_spatial.lay|204.0|-140.0, 548.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium29_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|86.0|58.66271233558655
MCTSAgent|RandomGhost|layouts/gen_large/large4_spatial.lay|3660.0|3608.0, 3712.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|499.0|572.7356476783752
MCTSAgent|RandomGhost|layouts/gen_large/large18_spatial.lay|2152.0|3066.0, 1238.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large18_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|1042.0|787.222823381424
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium15_spatial.lay|-64.0|-64.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|333.0|4.4939939975738525
MinimaxAgent|DirectionalGhost|layouts/gen_small/small12_spatial.lay|288.0|288.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|41.0|1.2756586074829102
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large0_spatial.lay|1871.0|1871.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large0_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|398.0|10.36970567703247
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large4_spatial.lay|1488.0|1488.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|341.0|5.424248456954956
MinimaxAgent|DirectionalGhost|layouts/gen_small/small16_spatial.lay|-272.0|-272.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small16_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|31.0|0.31473755836486816
MinimaxAgent|DirectionalGhost|layouts/gen_large/large17_spatial.lay|-482.0|-482.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|1501.0|10.606156587600708
ExpectimaxAgent|RandomGhost|layouts/gen_small/small10_spatial.lay|876.0|876.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|83.0|2.7112271785736084
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium15_spatial.lay|945.0|945.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|264.0|1.8875443935394287
ExpectimaxAgent|RandomGhost|layouts/gen_large/large8_spatial.lay|508.0|508.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large8_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1876.3683161735535
MinimaxAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|38.0|38.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1198.9447185993195
ExpectimaxAgent|RandomGhost|layouts/gen_large/large4_spatial.lay|-258.0|-258.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|608.0|189.12013792991638
MCTSAgent|DirectionalGhost|layouts/gen_large/large9_spatial.lay|1753.0|1648.0, 1858.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|1501.0|1003.3194658756256
MCTSAgent|DirectionalGhost|layouts/gen_large/large12_spatial.lay|1564.0|1464.0, 1664.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|315.5|413.46865153312683
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium24_spatial.lay|1068.0|1068.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium24_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|151.0|35.85472083091736
ExpectimaxAgent|RandomGhost|layouts/gen_small/small19_spatial.lay|526.0|526.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|53.0|10.231260776519775
ExpectimaxAgent|RandomGhost|layouts/gen_small/small15_spatial.lay|137.0|137.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|122.0|0.5984315872192383
MinimaxAgent|DirectionalGhost|layouts/gen_small/small27_spatial.lay|-349.0|-349.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small27_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|18.0|0.07105326652526855
MinimaxAgent|DirectionalGhost|layouts/gen_large/large13_spatial.lay|-408.0|-408.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large13_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|87.0|1.2527170181274414
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large15_spatial.lay|37.0|37.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large15_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|62.0|122.47799849510193
ExpectimaxAgent|RandomGhost|layouts/gen_small/small18_spatial.lay|-438.0|-438.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small18_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|7.0|1.265845775604248
MinimaxAgent|DirectionalGhost|layouts/gen_large/large4_spatial.lay|1063.0|1063.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|296.0|4.05202841758728
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small2_spatial.lay|-409.0|-409.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small2_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|18.0|0.09608149528503418
MinimaxAgent|RandomGhost|layouts/gen_small/small8_spatial.lay|-73.0|-73.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small8_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|222.0|2.2837727069854736
MinimaxAgent|DirectionalGhost|layouts/gen_large/large17_spatial.lay|953.0|953.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|156.0|86.87636947631836
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large17_spatial.lay|480.0|480.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|219.0|117.28550910949707
MinimaxAgent|RandomGhost|layouts/gen_small/small27_spatial.lay|-400.0|-400.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small27_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|19.0|1.4232401847839355
MinimaxAgent|RandomGhost|layouts/gen_medium/medium25_spatial.lay|-402.0|-402.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|21.117858171463013
MinimaxAgent|RandomGhost|layouts/gen_medium/medium11_spatial.lay|-282.0|-282.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|341.0|88.66510963439941
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium21_spatial.lay|-129.0|-129.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium21_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|108.0|0.9141278266906738
ExpectimaxAgent|RandomGhost|layouts/gen_small/small26_spatial.lay|308.0|308.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small26_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|91.0|4.84419322013855
MCTSAgent|DirectionalGhost|layouts/gen_small/small19_spatial.lay|1178.5|990.0, 1367.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|70.5|38.63524603843689
MinimaxAgent|DirectionalGhost|layouts/gen_large/large3_spatial.lay|2183.0|2183.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large3_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|446.0|8.414605617523193
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium3_spatial.lay|468.0|468.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium3_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|198.22144484519958
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium20_spatial.lay|-449.5|-432.0, -467.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium20_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|9.5|5.674746513366699
ExpectimaxAgent|RandomGhost|layouts/gen_large/large17_spatial.lay|-902.0|-902.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|25.15391445159912
ExpectimaxAgent|RandomGhost|layouts/gen_large/large10_spatial.lay|28.0|28.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|33.694480657577515
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium28_spatial.lay|918.0|918.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|81.0|59.44406270980835
MCTSAgent|DirectionalGhost|layouts/gen_large/large16_spatial.lay|1166.5|1609.0, 724.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|298.0|351.27771162986755
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium19_spatial.lay|801.0|801.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium19_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|388.0|2.774649143218994
ExpectimaxAgent|RandomGhost|layouts/gen_small/small29_spatial.lay|2361.0|2361.0|1.0|Win|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small29_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|148.0|38.17253375053406
MinimaxAgent|RandomGhost|layouts/gen_medium/medium14_spatial.lay|-562.0|-562.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|15.819860458374023
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small1_spatial.lay|-158.0|-158.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|18.0|0.20428037643432617
MCTSAgent|DirectionalGhost|layouts/gen_small/small28_spatial.lay|-371.5|-392.0, -351.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small28_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|56.5|48.2575101852417
MCTSAgent|RandomGhost|layouts/gen_medium/medium20_spatial.lay|1757.5|1636.0, 1879.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium20_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|331.5|206.5253245830536
